Review;Rating
Très bon accueil, personnel aimable et positif, petit déjeuner en salle à recommander, literie parfaite, aspect assez agréable des espaces communs, réglage du tuner télé à revoir pour une navigation aisée, pas de TNT;4.0
Les plus : - Bon accueil - La propreté - La serviabilité - Bonne literie - Bon petit déjeuner dans une salle agréable - Merveilleusement situé  Les moins : - Chambre vieillotte vraiment décevante pour le prix ! - Couloir également à rénover - Moquette escalier à changer  Forcément un peu déçue...;3.0
Emplacement idéal pour flâner à côté de la Sorbonne. L'hôtel est joli, le personnel agréable et la literie ultra confortable. La télévision pourrait capter plus et mieux les chaînes. J'y retournerai volontiers.;4.0
Très bel emplacement entre Odéon, Sorbonne et Luxembourg (Métro et RER à proximité). Chambres de taille normale, entièrement rénovée, salle de bains petite mais très fonctionnelle. Très bonne literie. Personnel très agréable;5.0
J'ai séjourné dans cet hôtel pour 4 nuits. Nous avons réservé sur internet a partir de leur site internet, ce qui permet d'ajouter un commentaire avec la reservation, a ce titre je leur ai demandé une chambre avec vue sur Paris. Il semble que nous ayons été écouté puisque nous avons eu une chambre au 7 eme et dernier etage coté luxembourg, avec une vue imprenable sur la tour eiffeil, le sacré coeur et notre dame de Paris entres autres... Vue simplement sublime de jour comme de nuit.  La chambre été très bien, très propre et bien équipée. Petite surprise nous avions une baignoire alors que je m'attendez a une douche, c'est un detail mais ca fait toujours plaisir. Concernant la salle de bain, je dirais qu'elle etait très bien équipé avec notamment un seche cheveux et une prise rasoir 110volts pour les personnes qui arriveraient de l'etranger.  Ayant eu un petit rhume pendant mon sejour j'ai apprécié la présence de mouchoirs, encore un détail mais c'est quand on en a besoin qu'on les apprécient.  Petit bémol toutefois les rideaux blancs transparents dans la salle de bain qui remplissent parfaitement leur fonction en journée mais dont je doute de l'efficacité le soir quand la lumière est allumée. Etant donné qu'en face il y a un internat cela peut etre gênant si l'on souhaite prendre une douche le soir. Pour ma part je n'ai eu a me poser cette question que le dernier jour, jour de rentrée scolaire. Des rideaux opaques supplémentaires serait un plus.  Autre bémol le manque de chaines de télévision, (tf1, f2 , f3 , f5 m6 et arté uniquement) même si on l'a très peu regardé étant donné que l'on été a l'exterieur la plupart du temps, j'aurai parfois aimé retrouver l'ensemble des chaines de la Tnt au minimum.  Le prix des consommations n'est vraiment pas excessif, on pourrait même dire pas cher, 50 euros pour une bouteille de champagne et 27 euros pour un Sancerre (très bon d'ailleurs), que l'on peut consommer en chambre bien évidemment mais sans room service  Sinon vraiment rien a redire sur cet hotel, le personnel est présent (même a 4 heures du matin) et très aimable. Le ménage était bien fait tous les jours même après midi (ce qui n'est pas le cas dans tout les hotels).  très bon séjour pour ma part merci a tout le personnel qui assurent pleinement son role.;5.0
Nous n'écrirons qu'à propos de la chambre 207 sans préjuger de la qualité des aures chambres. un brin désuète et sombre avec son papier peint d'un autre temps et son mobilier, d'une époque certes, mais sans style définissable. Un bonne literie, une salle de bains limite L'ascenseur principal est particulièrement lent, le second est exigu. bon petit déjeuner continental Bon accueil;4.0
L'hotel est TRÈS BIEN SITUÉ***St-Germain, Quartin Latin, Chatelet , Marais... J'ai adoré l'emplacement.Petit dejeuner TRES CHER pour ce qui a. Il y a pleins de café aux alentours BEAUCOUP moins cher pour prendre le petit dej. Ns etions 3 dans la chambre un peu serré mais correct. Rapport qualite/prix TRES CONTENTE. :);4.0
Hotel très bien situé,bon accueil ,chambre de taille moyenne et très propre. Bonne literie de 140 cependant.Salle de bains fonctionnelle.Très bon et très copieux petit déjeuner dans une magnifique salle.Quartier de la Sorbonne très vivant et proximité de st michel avec ses commerces.Je recommande cet hôtel.;4.0
C'était le deuxième séjour que j'effectuais dans cet hôtel. Le premier avait été agréable. Premier souci, une chambre sur rue (Vaugirard angle boulevard st Michel)... mais sans double vitrage (seules celles du RdC sont équipées, l'hôtel à 6 ou 7 étages...), à Paris cela est quand même primordiale. Deuxième souci, la télévision n'est pas regardable, seule la 1° chaine a une bonne image. Et enfin...lors d'un petit-déjeuner en chambre j'ai fait tomber quelques miettes par terre. 0 mon retour le soir elles y était toujours...Seules les serviettes avaient été changées ! J'ai dû, de plus, descendre à la réception pour demander du gel douche et du shampoing ainsi que des formulaires pour demander le petit-déjeuner en chambre !!! A 200€ la nuit, je ne trouve pas cela acceptable.;3.0
Un hôtel qui offre beaucoup de la manière de l'emplacement pour les restaurants, les transports et les sites touristiques et pour visiter les merveilles de Paris, les jardins du Luxembourg à proximité sont juste qu'un beau luxe de pelouses et de jardins. Le personnel de l'hôtel était toujours serviable et prêt à aider.;5.0
Bel hôtel avec le personnel le plus serviable! Nous recommandons vivement cet hôtel pour un séjour à Paris!;5.0
3 . 5  Le personnel est très sympathique et attentionné, excellent emplacement et de belles touches concernant les friandises dans la chambre et dans le hall.  Il aurait été courtois de m'informer que la chambre à côté était en cours de rénovation - il y avait perçage sur tous les matins de mon séjour à 9 . 30 - on aurait dit que c'était une rénovation de salle de bain tellement fort! Les hôtels qui subissent des rénovations informent généralement les clients sur le site Web et donnent un tarif réduit - les travaux étaient importants et planifiés (ce n'était pas une solution rapide) .  Vous pourriez lire d'autres commentaires à propos de l'écran de douche étant trop étroit et créant un désordre, le bouchon pour évacuer la baignoire ne fonctionne pas, etc. J'ai eu la même expérience aussi. Peut-être que ce n'est pas une priorité pour la direction / propriétaires.  Il y avait aussi un paquet croustillant vide de l'invité précédent posé au-dessus de l'armoire - pas de biggie. Ma seule demande est si l'hôtel va fournir de l'eau, veuillez mettre en scène la date à laquelle il a été rempli - on m'a fourni de l'eau dans une bouteille, mais il était plat et non de l'eau de source ce qui m'a fait penser qu'il était rempli plutôt que frais.  Il s'agit d'un hôtel 4 * dans un excellent emplacement. Les petites choses ci-dessus sont facilement rectifiables que cela étant dit, l'hôtel est complet de façon cohérente de sorte qu'ils deviennent plus correct qu'autrement.;3.0
J'ai séjourné ici pendant les Jeux olympiques d'été. L'hôtel semblait assez plein mais le personnel était serviable et patient. Petit-déjeuner était assez agréable avec machine OJ fraîche et une bonne sélection de nourriture de qualité. Excellent emplacement avec de merveilleux cafés tout autour. Les épreuves olympiques de marathon et de cyclisme étaient au coin de la rue. 3 . 5 étoiles, merci pour un séjour paisible.;3.0
Ce fut un excellent séjour. Le personnel était sympathique et a aidé chaque fois qu'ils le pouvaient. Breakfest était bon, rien de spécial la chambre était correctement dimensionnée (nous avons obtenu un surclassement dans une chambre avec vue sur la Tour Eiffel, absolument superbe) et les salles de bains étaient propres. La seule chose dont je peux vraiment me plaindre est la moisissure que nous avons vu dans un coin de notre chambre, probanly en raison de la séparation manquante de salle de bains et le reste de la zone. L'emplacement était cependant très agréable, beaucoup de possibilité de manger ou d'aller boire un verre et les petits magasins de proximité. Il faut un peu de temps pour se rendre à pied aux stations de métro les plus proches (il y a des hôtels situés plus près, cependant cela n'a pas été vraiment très important) . Dans l'ensemble, nous étions très heureux et nous envisagerons d'y séjourner la prochaine fois que nous visiterons.;5.0
Emplacement fantastique et un hôtel merveilleux pour séjourner. Le personnel était excellent et la chambre était charmante!;5.0
Nous avons séjourné dans cet hôtel lors d'une récente visite à Paris et en avons été très heureux. C'est propre, confortable, et le personnel est très sympathique et arrangeant. L'emplacement est parfait pour ceux qui cherchent à admirer les principaux sites, c'est une promenade rapide ou Uber à Notre-Dame, Louvre, etc. Nous allons certainement dire ici encore.;5.0
Le Petit-déjeuner buffet était très bon, cependant la chambre n'a pas été nettoyée à temps ni complètement. Et la salle de bain était extrêmement petite.;3.0
Le personnel a essayé dur abeille très poli et serviable. Malheureusement, nous avions une très petite chambre et la climatisation ne fonctionnait pas. Ce n'était pas fixé pendant notre séjour. Par conséquent, il était impossible de dormir dans le très petit lit ( 140 cm) . Petit-déjeuner était très agréable et le personnel a essayé dur. Je pense qu'ils manquaient de personnel puisque nous devions attendre la nourriture dans les différentes stations. En résumé, il n'a pas répondu à nos attentes pour le prix élevé que nous avons payé.;2.0
Situé près du jardin du Luxembourg, il était un emplacement parfait, à proximité de nombreuses attractions locales et stations de métro. Grande chambre avec vue sur la Tour Eiffel depuis le balcon, ce qui était un bonus supplémentaire. Le personnel était excellent et très disposé à aider avec toutes les demandes.;4.0
L'emplacement incroyable est une région magnifique, un personnel excellent, une bonne chambre et de jolies petites attentions ! Belle chambre et lit confortable. Je le recommande et j'ai hâte d'y retourner. Lieux à visiter à proximité - Bar à vins : Ambassade de Bourgogne. Jardins du Luxembourg (prenez un vin au magasin local) . Restaurants/bars : Le Hibou, Breizh, Le Relais Odéon - tous à proximité du métro Odéon.;5.0
Dans l’ensemble, c’est une expérience incroyable! Trianon Rive Gauche avait un personnel poli, un délicieux petit déjeuner et l'emplacement était superbe. Le Quartier Latin regorge de restaurants et se trouve à proximité de nombreux sites touristiques, tels que Notre-Dame et le Panthéon.;5.0
Les employés de Trianon Rive Gauche sont très sympathiques et serviables. Ils ont fourni des collations et des boissons complémentaires (y compris des bonbons gommeux en forme de Tour Eiffel ! ) pour notre chambre. L'après-midi, l'hôtel propose des pâtisseries, du café et du thé. La tarte aux poires était la meilleure ! Le petit déjeuner était délicieux. Beaucoup de pain.  Il y a des restaurants conviviaux à quelques pas de l'hôtel.  L'hôtel est assez vieux. L'ascenseur est très petit. Nous avons apprécié l’aventure de monter dans cet ascenseur !  La chambre était de taille parisienne et sans prétention. La douche était très petite, comme une douche capsule de bateau de croisière. Mais l'eau chaude était abondante. La salle de bain avait également un sèche-serviettes et un grand sèche-cheveux. Malheureusement, il n'y avait pas de revitalisant capillaire).  Il y avait aussi un radiateur dans notre chambre, que nous étions heureux d'avoir pour sécher et chauffer nos chaussures mouillées.  Dans l'ensemble, nous avons apprécié l'hôtel ! Je vous remercie pour votre hospitalité.;4.0
Nous avons passé le plus beau séjour dans cet hôtel. Rempli de caractère, personnel sympathique et excellent emplacement. Mon seul inconvénient serait que le lit était assez petit (mais les chambres d'hôtel à Paris ne sont pas connues pour être immenses) et que l'eau chaude mettait du temps à arriver dans la douche mais était difficile.;5.0
Chambre avec vue! Tellement romantique de voir la tour Eifel surtout la nuit. Bel hôtel confortable avec un hall d'entrée comprenant du café, du thé et des gâteaux gratuits l'après-midi. Le personnel était très sympathique et l'emplacement était top ! Nous reviendrons. .;5.0
Cet hôtel était sans égal, le personnel de la réception était fabuleux même si nous sommes arrivés tard dans la soirée, il a quand même pris la peine de nous montrer la carte et de nous indiquer les choses. La chambre était fabuleuse. Le petit déjeuner incroyable, tout le personnel n'aurait pas pu être plus serviable. L'hôtel est parfaitement situé pour visiter Paris. Merci pour ce beau moment;5.0
Bel hôtel, excellent service et très bon petit déjeuner. La ventilation dans la salle de bain n'était pas bonne et l'ascenseur était très petit (une personne). Je ne sais pas pourquoi nous n'avons pas pu utiliser l'ascenseur principal. Différentes pièces apparemment.;4.0
L'hôtel était très confortable et dans un emplacement fantastique. Le petit déjeuner est excellent et le personnel très sympathique et arrangeant. Ma femme et moi avons passé un merveilleux moment et serions heureux de recommander un séjour ici.;5.0
Je ne peux que recommander cet hôtel. Nous avons beaucoup apprécié notre séjour. Très bien situé. Nous pourrions atteindre beaucoup de nos destinations à pied ou avec un seul bus ou métro. Tous étaient sympathiques et le petit déjeuner était merveilleux.;5.0
C'était la première fois que je venais à Paris et c'était l'endroit idéal où séjourner, nous avons eu un surclassement gratuit (dont nous étions très reconnaissants) et la chambre était incroyable. Tout le personnel était très sympathique et serviable et j'y retournerai à 100 % à mon retour !;5.0
Nous avons passé un agréable séjour à l'hôtel Trianon. La chambre était très propre et le personnel super gentil et disponible. Ils nous ont recommandé un très bon restaurant près de l 'hôtel, ce qui était vraiment un plus pour notre week - end. Nous reviendrions certainement et recommanderions l'endroit!;5.0
J'ai passé deux nuits à Paris avec mon ami dans ce bel hôtel. Nous avions des chambres séparées, les deux chambres un peu petites mais propres et bien rangées. Même chose pour la salle de bain, tout est propre et fonctionnel, mais un peu petit, comme c'est typique dans les villes européennes. Le lit était très bon et la chambre calme. L'emplacement est très bon. À une courte distance à pied, il y a une énorme quantité de bons restaurants. Il est facile de prendre le RER be train depuis et vers l'aéroport. La gare la plus proche est Luxembourg, mais aussi la gare Notre-Dame est facile d'accès à pied. Le personnel était gentil et parlait anglais. Je pourrais facilement revenir ici, si je peux à nouveau visiter Paris!;5.0
Où commencer. Peut-être une liste des avantages et des inconvénients?  Avantages: Personnel - vraiment sympa et a fait le travail. . . une partie du temps. Lieu - partie intéressante de la ville avec beaucoup à proximité à offrir. Des tas de bus, les trains et les options de métro. Le train depuis l'aéroport Charles-Gaulle est à quelques minutes à pied.  Les inconvénients: Taille de la chambre - très petite mais il faut s'y attendre je suppose. Bruit - vous entendrez tout de la porte à côté, au-dessus et dans le couloir. La climatisation - ne fonctionne pas toujours. A vraiment besoin de plus de 30 degrés-jours. La télé ne marchait pas. Salle de bain - design signifie qu'ils s'inondent très facilement. Frigo - pas froid dans certaines chambres. Wi-Fi lent et abandonné selon la chambre dans laquelle vous séjourniez.  Nous avons commencé dans une très petite pièce. C'était ok mais le frigo ne marchait pas et la personne d'à côté avait leur télé très forte tout le temps.  Le lendemain matin, j'ai demandé une autre chambre. Cette chambre était agréable mais n’avait pas de vue sur la rue mais j’ai décidé de vivre avec. Nous avons déménagé et j'ai remarqué que la climatisation ne suivait pas vraiment. J'ai demandé à la réception de jeter un coup d'œil et ils m'ont dit qu'ils avaient des gens qui travaillent dessus. Je suis sorti et je suis revenu tard dans la journée. Travaille toujours dessus. La nuit, la pièce était chaude et humide. Le lendemain matin, ils ont vu un gars le regarder et il a dit que c'était cassé. Si déplacé à nouveau les chambres. La chambre suivante était un surclassement et avait une excellente climatisation et un frigo en état de fonctionnement. Le Wi-Fi était horrible et la télécommande de la télévision était cassée dans cette pièce. Décidé de ne plus me plaindre, j'en ai marre de jouer à la roulette dans la salle.  À la personne qui lit cet article à l’hôtel. Vous avez vraiment besoin d'un système de contrôle de la qualité. À l'exception des murs minces qui, je le reconnais, sont une solution difficile, la plupart des problèmes que j'ai rencontrés auraient été des solutions faciles si quelqu'un avait vérifié les chambres de manière régulière.;3.0
Le personnel de la réception et du restaurant était efficace et serviable. La chambre et la salle de bain étaient très petites. La vue de la chambre était une cour sombre. Le quartier était très pratique pour visiter Paris.;3.0
"Je dois dire que j'ai été très déçu de cet hôtel. Je suis un voyageur d'affaires par les échanges et j'ai séjourné dans une grande variété de catégories de chambres ( 1 * ou 5 * . Cet hôtel est répertorié comme un 4 étoiles, et il ne mérite vraiment pas que beaucoup d'étoiles.  Heure d'arrivée : sans problème. On avait demandé à avoir une chambre à notre chambre et nous avons pu prendre un petit balcon, qui nous a coûté 7,30 € 15 € la nuit, ça vaut vraiment le coup. Nous avions réservé la chambre 652 (je crois ?  Ascenseur ) : vraiment ? Il ne peut accueillir une personne et une valise ou deux petites, tout au plus. C'est l'ascenseur qui vous emmène jusqu'à la chambre, mais je crois qu'il y a deux sections de l'hôtel avec leur propre. La nouvelle section de l'hôtel dans lequel on est allé se trouve pas installations adaptées aux handicapés (il y a quelques marches pour accéder à l'ascenseur. La chambre  : très petites. Je vis à San Francisco, Californie, États-Unis et vais souvent à New York, d'autres grandes villes européennes - je sais quoi les chambres ne sont pas grandes, mais c'était encore un niveau de petites. Il y avait environ 1 pied de se promener entre le buffet et le lit sur votre droite, à environ 3 à 4 mètres du lit dans la fenêtre/mur sur votre gauche, à environ 3 mètre 20 entre le pied du lit et le mur. J'espère que vous n'êtes pas claustrophobe. Le balcon est un bon plus, nous avions une vue partielle sur la Tour Eiffel. Le mini-frigo non pas un mini-frigo, c'est une boisson fraîche, qui dit ancien ne marchait pas. Nous avons trouvé que c'était un frigo, a acheté du fromage, du jus, à quelques heures tous les deux étaient froids. Sérieuse déception. De plus, le mini-frigo était rempli non au moment de l'arrivée. La décoration était décevant pour un hôtel 4 étoiles. Les murs sont fins - plusieurs fois nous ne pouvions entendre nos voisins des conversations téléphoniques. - 1 Étoiles pour les petits, il n'y avait pas de minibar.  Salle de bain : il les mérite sa propre section pour l'observation. La salle de bains pas 100% propres sans aucun doute, vieux bâtiment tout à fait exquis qui a besoin d'être repeint et propre officielles des murs. La chambre n'était pas en partie un mur. C'est pas du vol? ! La douche et on met de l'eau partout sur le sol de la salle de bains. Il n'y a pas de ventilateur. La salle de bains, donc les s'embue assez longtemps. En ouvrant la porte fenêtre si vous voulez ventilation. La fenêtre donne sur quelqu'un appartement et ils peuvent voir directement. Aussi, les toilettes sont extrêmement bruyant. J'espère que vous n'êtes pas loin avec votre moitié, car sinon vous entendrez toutes les quilles (ou du caca) retour dans la chambre. Il y a tout pour ce qu'on peut imaginer. . . : | Sur les bons côtés et nous avons laissé mis le signe ""Ne pas déranger"" sur chaque jour et on nous a offert un soin « forfait » à la porte tous les matins, comprenant des serviettes rafraîchies, du savon, du shampoing et des verres en plastique, etc. ) - 1,6 étoiles Il n'y avait pas de porte et pas très propres.  Climatisation: air conditionné a cessé de fonctionner à deux reprises. En temps normal, cela se passerait bien. Sauf qu'il se trouvait le plus chaud 2 jours au cours de l'été et nous avons du attendre 12 heures pour réparer à chaque occasion. Couchage pour 95 + F hot room est très mauvais. Pour ne pas le mentionner qu'au dernier étage où se dresse le chauffage. Il n'y a aucune excuse pour le retard qu'il nous a fallu pour réparer ça. La réception nous a dit que le gars de la maintenance étaient en vacances. - 1 Étoiles car la clim n'est nécessaire pour les plus chauds.  Emplacement : très bien situé pour les touristes.  Je n'y retournerais sans doute pas retourner dans cet hôtel car il n'était pas terrible pour un hôtel 4 étoiles.";2.0
Chambre excellente, un personnel aimable, très bien situé ! Nous avons vraiment apprécié notre séjour. Près de bons restaurants, un accès facile à tous les sites touristiques de Paris et très accueillant. Nous recommanderions certainement cet hôtel et j'y retournerai à l'occasion.;5.0
Nous avons absolument adoré le caractère et l'ambiance de cet hôtel. Les chambres et les lits étaient très confortables et propres. Nous avons pris une chambre de luxe qui était également de bonne taille pour Paris. Le personnel est très gentil et prévenant. L'emplacement est excellent - on peut aller à pied voir la plupart des attractions de la rive gauche et l'Ile de la Cité. Avant d'arriver, j'ai été un peu inquiet au début à la proximité de l'affluence Boulevard street. Michel. Cependant, l'hôtel en lui-même est situé dans un endroit calme. Nous n'avons entendu aucun bruit de la rue ni quoi que ce soit. C'était un séjour très agréable à tous points de vue. Je reviendrais ici, c'est sûr.;5.0
L'hôtel est propre et bien tenu avec un personnel amical et serviable. Le petit déjeuner était agréable, les chambres sont climatisées et bien insonorisé. Il est idéalement situé, à proximité du Jardin du Luxembourg, du Panthéon, du théâtre de l'Odéon. Il est situé à quelques minutes de marche de la plupart des sites touristiques, notamment la Seine, et il est également situé à proximité de la ville est très bien desservi par les transports. Je le recommande.;4.0
L'hôtel est très central, à proximité des stations de métro, le quartier latin, à 5 minutes à pied de Notre-Dame et à 10 minutes de marche du RER A train, ce qui nous a emmenés directement à Disneyland Paris. Le personnel de la réception était très agréable et serviable, du début à la fin. Les chambres sont grandes et très propres, et on pouvait se faire du thé ou du café. Nous avions choisi cet hôtel parce qu'il offrait famille chambres communicantes. Nous avions une chambre avec un lit double et une autre chambre avec deux lits simples, toutes deux chambres avec leurs propres salles de bains. Nous n'avons rien à reprocher à cet hôtel et son personnel. Je le recommande vivement.;5.0
Un super petit hôtel à 5 minutes de marche de la station Luxembourg qui se trouve sur la ligne directe de l'aéroport CDG. Un ticket aller simple coûte 10 . Impossible de se perdre. C'est un super bonus pour arriver dans la cité vous ne connaissez pas. Vous pouvez vérifier dans et déposer vos bagages dans votre chambre dans l'heure de notre départ l'aéroport. L'Université de La Sorbonne, du Panthéon et du jardin du Luxembourg est pour ainsi dire sur le pas de la porte. Donc il y a beaucoup de choses à faire pendant que vous passez votre premier totu en se repérer. Notre Dame est à dix minutes à pied. Le personnel de l'hôtel était on ne peut plus aimable et serviable. Il y a un distributeur automatique dans le hall pour les amoureux de l'eau et des en-cas et des boissons non alcoolisées. Les Macs deux dans le hall pour l'utilisation et la connexion Wi-fi est gratuite et fiable. La chambre que nous avions était très petite. Il y avait un frigo, donc on pouvait ranger les boissons. La télévision n'était pas mal. La literie était bon. L'air conditionné était largement inefficaces quand les températures sur 30 ans. L'assortiment de thé sont pas remplis, nous avons dû laisser un mot au service d'entretien. Également ils n'on une tasse dans une chambre pour 2 personnes ! La salle de bain était très petite mais les produits étaient de bonne qualité et l'eau était toujours chaude. Dans l'ensemble un très bon séjour et nous y retournerions volontiers;4.0
Le Trianon est idéalement situé, juste à côté de la Sorbonne et du Boulevard street. St Michel. Il y a plein d'excellents bars et restaurants à quelques pas, ainsi que les sites touristiques comme Notre Dame. L'intérieur entrée est somptueuse, avec des journaux et des magasines sont aussi disponibles. L'eau embouteillée est gratuite, mais le café n'était pas du tout. Vous pouvez également acheter vin, bière, spiritueux et à la réception. Il y a plusieurs options pour le petit-déjeuner à partir de 5 à 10 euros. Le personnel était extrêmement efficace et amical. L'aménagement de notre chambre, comme beaucoup d'autres dans Paris, était petit, mais il y avait des équipements très agréable - - des peignoirs, des pantoufles, un coffre, un dressing avec des tiroirs, un bureau, un minibar et un réfrigérateur, etc. délicieusement confortable lit et les draps. De taille moyenne, et parfaitement propre salle de bains, même si la porte de la douche/baignoire laisse, et si vous n'êtes pas loin ou avez des problèmes de mobilité, à l'escalade sur le côté de la baignoire étaient peut-être un peu un problème. Très belle salle de bain. L'entretien ménager nous a laissé un sac de serviettes de bain bien que les plats que nous avions laissé tomber la chambre pendant ce temps-là. Notre air conditionné marchait très bien, et très rapide, et nous étions au 5ème étage. Nous avons eu un très bon prix sur Expedia sur booking.com., et j'y retournerais sans hésiter une seconde ! Je le recommande sans hésiter.;5.0
Nous avions une adorable (mais petite) chambre d'angle où l'on a une belle vue sur la rue, et en un balcon Juliette. Le petit déjeuner est bon, et à un prix raisonnable. Le personnel est courtois et serviable. L'emplacement est excellent ! Tout près de la Sorbonne et de Notre Dame. L'hôtel est dans l'ensemble un excellent rapport qualité/prix.;5.0
Nous avons séjourné dans cet hôtel pendant 3 nuits au vendredi lundi pour un week-end en ville, l'hôtel est très bien situé à moins de 10 mn de la place du Dam Norte et de la rivière, notre chambre était très agréable, le lit était très confortable et très beau et très bien décoré, très typique style persan. Très propre, calme et très bien présentée et il est bien situé dans l'ensemble, je recommande cet hôtel et y retournerais avec plaisir si je visite dans Paris.;5.0
Malheureusement, nous étions à Paris pour plus de 30 degrés qu'il faisait dehors. Même si notre chambre était équipée d'un climatiseur il n'y a rien à faire à part un sèche souffler de l'air chaud. J'ai demandé à la réception s'il y avait un autre alternative et qu'ils m'ont dit qu'ils pouvaient me changer pour une autre chambre, mais l'air conditionné aurait été le même. Heureusement, il y avait des fenêtres grandes ce qui nous a ouvert toute la nuit. Mais ce n'était pas possible d'être dans la chambre avant 9 h du soir, lorsqu'on était tellement il faisait horriblement chaud.  Mais malgré sa situation, il y avait une belle vue sur un magnifique bâtiment d'université. Pas loin à pied de Notre-Dame et les jardins du Luxembourg. Je vous conseille absolument d'un supermarché et d'acheter une baguette et des viandes grillées pour le déjeuner ou prendre un repas dans le jardin et c'était la meilleure journée dans Paris.;3.0
Départ de l'hôtel. ! ! ! ! ! La chambre n'était pas fait le ménage pendant le séjour. Le lit était fait 2 des 5 jours là-bas. Pour chaque serviette pris à l'extérieur, personne n'a été remplacé. J'ai dû descendre des escaliers 4 des 5 jours pour avoir des serviettes propres. Eau minérale offerte l'eau n'était pas remplacé, ainsi que le café servi dans des tasses. La chambre est équipée d'une horrible odeur. La cuisine du restaurant avait l'air d'avoir être assis là pendant deux jours, et les hommes 3 employés que j'ai eu affaire à était sarcastique et grossier.;1.0
J'ai passé un excellent séjour à l'hôtel Trianon Rive Gauche. Non seulement ils ne servent des crêpes au petit-déjeuner, mais j'ai très parisien rêve s'était réalisé quand j'ai vu l'EPIC belle vue depuis le balcon. Nous avions une superbe vue sur la Tour Eiffel. J'ai regardé le lever du soleil et le magnifique spectacle feu tous les deux nuits que j'ai séjourné dans cet hôtel.  La situation est aussi géniale. Très proche du Jardin du Luxembourg, du Panthéon et de Montparnasse. Le quartier est très bien desservi grâce à la proximité aux stations de bus et de métro qui relie en dehors de toutes les populaires sites parisiens. Le quartier est sûr et regorge de restaurants.  Le personnel était sympathique et la chambre était propre et la décoration très jolie. Ce n'est pas facile avec un train direct de l'aéroport jusqu'à la station Luxembourgh. Je conseillerais vivement de séjourner ici.;5.0
1. Le personnel était merveilleux, très belle salle de petit-déjeuner et les repas sont élégamment présentés et servis.  2. Hospitalité dans l'ensemble.  3. Bien situé pour les transports en commun - - de nombreuses lignes de bus à 5 minutes à pied.;5.0
"Mon mari et moi ainsi qu'un autre couple venu à Paris. Nous sommes descendus dans cet hôtel 5/11/09 - 17/19/17. Cet hôtel est situé dans le 6ème district. C'était facile de se rendre à pied (jardins du Luxembourg est à environ 5 minutes à pied, le Panthéon à 5 mn et de la cathédrale Notre-Dame à 10 - 12 minutes). Il y a de nombreux restaurants, cafés, pâtisseries, où on trouve plusieurs crêperies, à distance de marche. La chambre de l'hôtel était vraiment très petite (comme j'avais vérifié au début en ligne) avec seulement 139 place. ft Malheureusement, il n'y avait ni réfrigérateur dans les chambres ( l'autre couple dont la chambre était juste à côté de la nôtre avait un petit frigo), la clim' ne fonctionnait pas dans l'une de nos chambres pendant deux jours, la salle de bain était super petite (il n'y aurait pas de ""plus grande"" et il n'y avait pas de gants de toilettes fournis) et le service était de très mauvaise qualité pour un appel de la chambre pour faire une demande de quelque chose ou un service. Le côté positif de la chambre était qu'il y avait un balcon style romantique qui offrait une vue sur la Tour Eiffel et petit lui aussi, comme c'était une chambre, elle était assez grande pour ranger ses vêtements (à environ 6 cintres pour ranger ses vêtements et une commode. Cependant, il n'y avait jamais aucun meuble-lavabo dans la salle de toilettes et que nous avions besoin de travailler avec ce qu'on a pu. Un autre point positif était la chambre était très propre. L'hôtel dispose d'une assez cher le petit-déjeuner buffet à 18 euros par personne, mais nous avons tout simplement les cafés voisins pour prendre un café ou des pâtisseries tous les matins. Un autre point. . L'ascenseur est sans doute la plus minuscule jamais faite. A seulement une personne avec un sac, le bagage peut monter à la fois. C'était incroyablement gênant (cela nous a pris les escaliers quelques fois au lieu du 4ème étage).";3.0
Le personnel est très sympa mais c'est à peu près tout. Les chambres sont petites mais propres. Les salles de bains ont été rénovées et la salle de bain était également très petite et n'avait pas de rideau de douche ou de porte qu'il y étions trempés. La connexion wi-fi est gratuit mais lent. Il y a également de Ré à vous tous les jours. Pas de concierge et le personnel de la réception ne connaissent pas de restaurants à l'extérieur de la zone immédiate. Nous avions envie de me trouver un restaurant, d'où on avait une vue de la Tour-Eiffel mais ils n'ont pas pu nous aider. Pour une raison que j'ignore c'était donc obligés de prendre nos clés reprogrammée tous les jours. Il est bien situé.;3.0
Nous étions un groupe de 9 personnes secondaire et 4 accompagnateurs pour faire une excursion sur Paris. Le Trianon Rive Gauche est l'un des meilleurs moments de mon séjour ! Les chambres, il y a tout ce dont on a besoin, le petit-déjeuner (buffet le choix) est très beau et délicieux, et le personnel n'aurait pas pu être plus serviable, attentionné et chaleureux. Merci beaucoup à vous et à tout le personnel. Notre séjour était parfait !  Je dois aussi noter qu'ils ont un stockage sécurisé, si vous arrivez plus tôt que l'heure d'arrivée, après cette heure. Cependant, quand nous avons précisé que nous voulions prendre la chambre un peu plus tôt, ils ont organisé ça peut arriver pour notre groupe. Incroyable.;5.0
